full_name,date_of_birth,time_of_birth,place_of_birth,astrosage_url,accuracy_rating,data_source
Nitish Kumar,"March 01, 1951",13:20:00,Bhaktiarpur,https://www.astrosage.com/celebrity-horoscope/nitish-kumar-horoscope.asp,Accurate,Suggested/Informed-A
Tarun Gogoi,"April 01, 1936",12:00:00,Rangajan Jorhat,https://www.astrosage.com/celebrity-horoscope/tarun-gogoi-horoscope.asp,Dirty Data,Unknown
Nabam Tuki,"July 07, 1964",12:00:00,Ompuli Sagalee,https://www.astrosage.com/celebrity-horoscope/nabam-tuki-horoscope.asp,Dirty Data,Unknown
N. Chandrababu Naidu,"April 27, 1951",06:30:00,Hyderabad,https://www.astrosage.com/celebrity-horoscope/n-chandrababu-naidu-horoscope.asp,Accurate,Kundli Sangraha (Bhat)
Praful Patel,"February 17, 1957",12:00:00,Calcutta,https://www.astrosage.com/celebrity-horoscope/praful-patel-horoscope.asp,Dirty Data,Unknown
Khaleda Zia,"August 15, 1945",12:00:00,Dinajpur,https://www.astrosage.com/celebrity-horoscope/khaleda-zia-horoscope.asp,Dirty Data,Unknown
Suresh Prabhakar Prabhu,"July 11, 1953",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/suresh-prabhakar-prabhu-horoscope.asp,Dirty Data,Unknown
Laxmikant Parsekar,"July 04, 1956",12:00:00,Goa,https://www.astrosage.com/celebrity-horoscope/laxmikant-parsekar-horoscope.asp,Dirty Data,Unknown
Devendra Fadnavis,"July 22, 1970",12:00:00,Nagpur,https://www.astrosage.com/celebrity-horoscope/devendra-fadnavis-horoscope.asp,Dirty Data,Unknown
V S Achuthanandan,"October 20, 1923",12:00:00,Alappuzha,https://www.astrosage.com/celebrity-horoscope/v-s-achuthanandan-horoscope.asp,Dirty Data,Unknown
Eisenhower,"October 14, 1890",17:15:00,Denison America,https://www.astrosage.com/celebrity-horoscope/eisenhower-horoscope.asp,Reference,Lagna Phal (Garg)
John Dean,"October 14, 1938",14:55:00,"81 W 31, 41 N 4",https://www.astrosage.com/celebrity-horoscope/john-dean-horoscope.asp,Reference,Internet
Lakshmi Panabaka,"October 06, 1958",12:00:00,Nellore,https://www.astrosage.com/celebrity-horoscope/lakshmi-panabaka-horoscope.asp,Dirty Data,Unknown
Om Prakash Chautala,"September 30, 1935",04:48:00,Abohar,https://www.astrosage.com/celebrity-horoscope/om-prakash-chautala-horoscope.asp,Reference,765 Notable Horoscopes
Sriprakash Jaiswal,"September 25, 1944",12:00:00,Kanpur,https://www.astrosage.com/celebrity-horoscope/sriprakash-jaiswal-horoscope.asp,Dirty Data,Unknown
Brian C. Cook,"August 23, 1939",15:15:00,"88 W 0, 44 N 31",https://www.astrosage.com/celebrity-horoscope/brian-c-cook-horoscope.asp,Reference,Internet
About Mehul Choksi/ Who is Mehul Choksi ?,"May 5, 1959",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/mehul-choksi-horoscope.asp,Dirty Data,Dirty Data
Donald Trump,"June 14, 1946",10:54:00,Jamaica,https://www.astrosage.com/celebrity-horoscope/donald-trump-horoscope.asp,Reference,Web
Akash Ambani,"October 23, 1991",00:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/akash-ambani-horoscope.asp,Reference,Internet
Hugh Hefner,"April 09, 1926",16:20:00,Chicago,https://www.astrosage.com/celebrity-horoscope/hugh-hefner-horoscope.asp,Reference,Web
J. Paul Getty,"December 15, 1892",08:43:00,Minneapolis MN,https://www.astrosage.com/celebrity-horoscope/j-paul-getty-horoscope.asp,Reference,Web
Vijay Mallya,"December 18, 1955",11:30:00,Bantwal,https://www.astrosage.com/celebrity-horoscope/vijay-mallya-horoscope.asp,Dirty Data,Unknown
Bill Gates,"October 28, 1955",20:58:00,Seattle,https://www.astrosage.com/celebrity-horoscope/bill-gates-horoscope.asp,Reference,Astrology of Professions (Pathak)
Anil Ambani,"June 04, 1959",22:30:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/anil-ambani-horoscope.asp,Reference,Lagna Phal (Garg)
Mukesh Ambani,"April 19, 1957",19:53:00,Aden Berek,https://www.astrosage.com/celebrity-horoscope/mukesh-ambani-horoscope.asp,Reference,Astrology of Professions (Pathak)
Ratan Tata,"December 28, 1937",06:30:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/ratan-tata-horoscope.asp,Reference,Astrology of Professions (Pathak)
Jerry Jones,"October 13, 1942",04:58:59,"118 W 14, 34 N 3",https://www.astrosage.com/celebrity-horoscope/jerry-jones-horoscope.asp,Dirty Data,Unknown
Gautam Adani,"June 24, 1962",12:00:00,Ahmedabad,https://www.astrosage.com/celebrity-horoscope/gautam-adani-horoscope.asp,Dirty Data,Unknown
Kushal Pal Singh,"August 15, 1931",12:00:00,Bulandshahr,https://www.astrosage.com/celebrity-horoscope/kushal-pal-singh-horoscope.asp,Dirty Data,Unknown
Subhash Chandra,"November 30, 1950",12:00:00,Hissar,https://www.astrosage.com/celebrity-horoscope/subhash-chandra-horoscope.asp,Dirty Data,Unknown
Andrew Carnegie,"November 25, 1835",06:00:00,"3 W 29, 56 N 3",https://www.astrosage.com/celebrity-horoscope/andrew-carnegie-horoscope.asp,Reference,Internet
Naresh Goyal,"July 29, 1950",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/naresh-goyal-horoscope.asp,Dirty Data,Unknown
Anand Mahindra,"May 01, 1955",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/anand-mahindra-horoscope.asp,Dirty Data,Unknown
Christopher Kennedy,"July 04, 1963",18:48:00,"71 W 4, 42 N 21",https://www.astrosage.com/celebrity-horoscope/christopher-kennedy-horoscope.asp,Reference,Internet
Elizabeth Arden,"December 31, 1878",11:19:59,"79 W 35, 43 N 46",https://www.astrosage.com/celebrity-horoscope/elizabeth-arden-horoscope.asp,Reference,Internet
Marilyn Brooks,"November 13, 1932",18:35:00,"75 W 54, 42 N 4",https://www.astrosage.com/celebrity-horoscope/marilyn-brooks-horoscope.asp,Reference,Internet
J. R. D. Tata,"July 29, 1904",13:29:39,Paris,https://www.astrosage.com/celebrity-horoscope/j-r-d-tata-horoscope.asp,Reference,Astrology of Professions (Pathak)
Byrraju Ramalinga Raju,"September 16, 1954",11:19:00,Bhimavaram,https://www.astrosage.com/celebrity-horoscope/byrraju-ramalinga-raju-horoscope.asp,Reference,Finance And Profession (Raj Kumar)
Mohan Singh Oberoi-1,"August 15, 1898",23:55:00,Jhelum,https://www.astrosage.com/celebrity-horoscope/mohan-singh-oberoi-1-horoscope.asp,Reference,765 Notable Horoscopes
S. L. Kirloskar,"June 28, 1903",06:30:00,Pune,https://www.astrosage.com/celebrity-horoscope/s-l-kirloskar-horoscope.asp,Reference,765 Notable Horoscopes
O. P. Jindal,"August 07, 1930",08:36:00,Hissar,https://www.astrosage.com/celebrity-horoscope/o-p-jindal-horoscope.asp,Reference,765 Notable Horoscopes
Juan March,"October 04, 1880",16:00:00,"3 E 0, 39 N 35",https://www.astrosage.com/celebrity-horoscope/juan-march-horoscope.asp,,Unknown
Ramkrishna Dalmia,"April 07, 1893",11:09:23,Chirawa,https://www.astrosage.com/celebrity-horoscope/ramkrishna-dalmia-horoscope.asp,Reference,Astrology of Professions (Pathak)
Kumar Mangalam Birla,"June 14, 1967",08:45:00,Calcutta,https://www.astrosage.com/celebrity-horoscope/kumar-mangalam-birla-horoscope.asp,Reference,Astrology of Professions (Pathak)
Krishna Kumar Birla,"November 11, 1918",07:13:00,Pilani,https://www.astrosage.com/celebrity-horoscope/krishna-kumar-birla-horoscope.asp,Reference,765 Notable Horoscopes
Ghanshyam Das Birla,"April 14, 1894",03:21:36,Pilani,https://www.astrosage.com/celebrity-horoscope/ghanshyam-das-birla-horoscope.asp,Reference,Astrology of Professions (Pathak)
Rahul Bajaj,"June 10, 1938",04:46:41,Calcutta,https://www.astrosage.com/celebrity-horoscope/rahul-bajaj-horoscope.asp,Reference,Astrology of Professions (Pathak)
Jamnalal Bajaj,"November 04, 1889",08:29:19,Sikar,https://www.astrosage.com/celebrity-horoscope/jamnalal-bajaj-horoscope.asp,Reference,Astrology of Professions (Pathak)
Dhirubhai Ambani,"December 28, 1932",06:37:00,Veraval,https://www.astrosage.com/celebrity-horoscope/dhirubhai-ambani-horoscope.asp,Reference,Astrology of Professions (Pathak)
Charles Percy,"September 27, 1919",03:39:59,"87 W 12, 30 N 25",https://www.astrosage.com/celebrity-horoscope/charles-percy-horoscope.asp,Reference,Internet
Joseph Patrick Ii Kennedy,"September 24, 1952",12:15:00,"71 W 7, 42 N 21",https://www.astrosage.com/celebrity-horoscope/joseph-patrick-ii-kennedy-horoscope.asp,Reference,Internet
Howard Hughes,"September 24, 1905",22:12:00,"95 W 21, 29 N 46",https://www.astrosage.com/celebrity-horoscope/howard-hughes-horoscope.asp,Reference,Web
Hiroshi Yamauchi,"November 07, 1927",12:00:00,Kyoto,https://www.astrosage.com/celebrity-horoscope/hiroshi-yamauchi-horoscope.asp,Dirty Data,Unknown
Raj Kundra,"September 09, 1975",12:00:00,London,https://www.astrosage.com/celebrity-horoscope/raj-kundra-horoscope.asp,Dirty Data,Unknown
Lawrence Walsh,"September 08, 1926",20:14:59,"118 W 14, 33 N 57",https://www.astrosage.com/celebrity-horoscope/lawrence-walsh-horoscope.asp,Dirty Data,Unknown
Michael Jackson,"August 29, 1958",05:30:00,Gary,https://www.astrosage.com/celebrity-horoscope/michael-jackson-horoscope.asp,Accurate,Kundli Sangraha (Tendulkar)
Steve Ballmer,"March 24, 1956",12:00:00,"Detroit, Michigan",https://www.astrosage.com/celebrity-horoscope/steve-ballmer-horoscope.asp,Dirty Data,Unknown
Siddharth Roy Kapur,"August 02, 1974",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/siddharth-roy-kapur-horoscope.asp,Dirty Data,Unknown
Azim Premji,"July 24, 1945",12:00:00,Bombay,https://www.astrosage.com/celebrity-horoscope/azim-premji-horoscope.asp,Dirty Data,Unknown
Alan Sugar,"March 24, 1947",12:00:00,London,https://www.astrosage.com/celebrity-horoscope/alan-sugar-horoscope.asp,Dirty Data,Unknown
Richard Branson,"July 18, 1950",07:00:00,"0 E 31, 51 N 11",https://www.astrosage.com/celebrity-horoscope/richard-branson-horoscope.asp,Dirty Data,Unknown
Rosa Li,"July 09, 1924",19:10:00,"116 E 56, 36 N 39",https://www.astrosage.com/celebrity-horoscope/rosa-li-horoscope.asp,Dirty Data,Unknown
John D. Rockefeller,"July 08, 1839",21:00:00,New york,https://www.astrosage.com/celebrity-horoscope/john-d-rockefeller-horoscope.asp,Accurate,The Times Select Horoscopes
John Rockefeller,"July 08, 1839",21:00:00,New york,https://www.astrosage.com/celebrity-horoscope/john-rockefeller-horoscope.asp,Reference,Astrology of Professions (Pathak)
Nicky Hilton,"July 06, 1926",08:00:00,"96 W 48, 32 N 46",https://www.astrosage.com/celebrity-horoscope/nicky-hilton-horoscope.asp,Reference,Internet
Laxmanrao Kirloskar,"June 20, 1869",06:31:36,Gurlhosur,https://www.astrosage.com/celebrity-horoscope/laxmanrao-kirloskar-horoscope.asp,Reference,Astrology of Professions (Pathak)
Subrata Roy,"June 10, 1948",12:00:00,Araria,https://www.astrosage.com/celebrity-horoscope/subrata-roy-horoscope.asp,Dirty Data,Unknown
Charles Saatchi,"June 09, 1943",12:00:00,Baghdad,https://www.astrosage.com/celebrity-horoscope/charles-saatchi-horoscope.asp,Dirty Data,Unknown
Shashi Kiran Shetty,"June 04, 1959",12:00:00,Bantwal,https://www.astrosage.com/celebrity-horoscope/shashi-kiran-shetty-horoscope.asp,Dirty Data,Unknown
Mahmoud Abbas,"March 26, 1935",12:00:00,Safed,https://www.astrosage.com/celebrity-horoscope/mahmoud-abbas-horoscope.asp,Dirty Data,Unknown
Ness Wadia,"May 30, 1970",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/ness-wadia-horoscope.asp,Dirty Data,Unknown
Jay Gould,"May 27, 1836",05:34:59,"74 W 32, 42 N 17",https://www.astrosage.com/celebrity-horoscope/jay-gould-horoscope.asp,Reference,Internet
Sitaram Jaipuria,"May 27, 1926",00:30:00,Jaipur,https://www.astrosage.com/celebrity-horoscope/sitaram-jaipuria-horoscope.asp,Reference,Astrology of Professions (Pathak)
Jugal Kishore Birla,"May 23, 1883",09:57:52,"75 E 32, 28 N 22",https://www.astrosage.com/celebrity-horoscope/jugal-kishore-birla-horoscope.asp,Reference,Astrology of Professions (Pathak)
Ajit Shetty,"May 20, 1946",12:00:00,Nellore,https://www.astrosage.com/celebrity-horoscope/ajit-shetty-horoscope.asp,Dirty Data,Unknown
Frank Lorenzo,"May 19, 1940",13:15:00,"73 W 59, 40 N 46",https://www.astrosage.com/celebrity-horoscope/frank-lorenzo-horoscope.asp,Dirty Data,Unknown
Robert Vadra,"May 18, 1969",12:00:00,Muradabad,https://www.astrosage.com/celebrity-horoscope/robert-vadra-horoscope.asp,,Unknown
Vikram Pandit,"January 14, 1957",12:00:00,Nagpur,https://www.astrosage.com/celebrity-horoscope/vikram-pandit-horoscope.asp,Dirty Data,Unknown
Mary Bell Vincent,"May 17, 1963",08:31:00,"115 W 32, 32 N 46",https://www.astrosage.com/celebrity-horoscope/mary-bell-vincent-horoscope.asp,Reference,Internet
Ravi Ruia,"January 01, 1949",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/ravi-ruia-horoscope.asp,Dirty Data,Unknown
R. P. Goenka,"March 01, 1930",12:00:00,Calcutta,https://www.astrosage.com/celebrity-horoscope/r-p-goenka-horoscope.asp,Dirty Data,Unknown
Ramnath Goenka,"April 18, 1904",06:05:00,Kashipur,https://www.astrosage.com/celebrity-horoscope/ramnath-goenka-horoscope.asp,Reference,Astrology of Professions (Pathak)
Arthur Murray,"April 04, 1895",08:43:59,"74 W 0, 40 N 42",https://www.astrosage.com/celebrity-horoscope/arthur-murray-horoscope.asp,Reference,Internet
Billy Carter,"March 29, 1937",00:30:00,"84 W 12, 32 N 3",https://www.astrosage.com/celebrity-horoscope/billy-carter-horoscope.asp,Reference,Internet
Jamsetji Tata,"March 03, 1839",15:45:56,Navsari,https://www.astrosage.com/celebrity-horoscope/jamsetji-tata-horoscope.asp,Reference,Astrology of Professions (Pathak)
About Pandit Jasraj/ Who is Pandit Jasraj ?,"January 28, 1930",17:30:00,Hissar,https://www.astrosage.com/celebrity-horoscope/pandit-jasraj-horoscope.asp,Accurate,Kundli Sangraha (Tendulkar)
Billie Eilish,"December 18, 2001",11:30:00,Los Angeles,https://www.astrosage.com/celebrity-horoscope/billie-eilish-horoscope.asp,Reference,Internet
Roshan Prince,"September 12, 1981",12:00:00,Lucknow,https://www.astrosage.com/celebrity-horoscope/roshan-prince-horoscope.asp,Dirty Data,Dirty Data
Michael Pena,"January 13, 1976",12:00:00,Chicago,https://www.astrosage.com/celebrity-horoscope/michael-pena-horoscope.asp,Dirty Data,Dirty Data
Aadhi Hiphop Tamizha,"Febuary 20, 1990",12:00:00,Coimbatore,https://www.astrosage.com/celebrity-horoscope/aadhi-hiphop-tamizha-horoscope.asp,Dirty Data,Dirty Data
Jorja Fox,"July 07, 1968",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/jorja-fox-horoscope.asp,Dirty Data,Unknown
David Lee Jones,"July 08, 1936",08:15:00,"86 W 15, 41 N 40",https://www.astrosage.com/celebrity-horoscope/david-lee-jones-horoscope.asp,Reference,Internet
Elizabeth Smart,"November 03, 1987",13:03:00,Salt Lake City UT,https://www.astrosage.com/celebrity-horoscope/elizabeth-smart-horoscope.asp,Reference,Web
Peter Green,"October 29, 1946",21:58:59,"0 E 3, 51 N 32",https://www.astrosage.com/celebrity-horoscope/peter-green-horoscope.asp,Reference,Internet
Michael Lewis,"October 10, 1948",16:00:00,"117 W 9, 32 N 42",https://www.astrosage.com/celebrity-horoscope/michael-lewis-horoscope.asp,Reference,Internet
Ustad Bismillah Khan,"March 21, 1913",12:00:00,Dumraon,https://www.astrosage.com/celebrity-horoscope/ustad-bismillah-khan-horoscope.asp,Dirty Data,Unknown
Joe Perry,"September 10, 1950",23:19:59,"71 W 9, 42 N 42",https://www.astrosage.com/celebrity-horoscope/joe-perry-horoscope.asp,Reference,Internet
James Blades,"September 09, 1901",02:00:00,"0 E 15, 52 N 35",https://www.astrosage.com/celebrity-horoscope/james-blades-horoscope.asp,Reference,Internet
John Stewart,"September 05, 1939",00:32:00,"117 W 9, 32 N 42",https://www.astrosage.com/celebrity-horoscope/john-stewart-horoscope.asp,Reference,Internet
Son Stewart,"September 05, 1994",21:30:00,"0 E 10, 51 N 29",https://www.astrosage.com/celebrity-horoscope/son-stewart-horoscope.asp,Reference,Internet
Daler Mehndi,"August 18, 1967",12:00:00,Patna,https://www.astrosage.com/celebrity-horoscope/daler-mehndi-horoscope.asp,Dirty Data,Unknown
Don Ho,"August 13, 1930",01:00:00,"157 W 52, 21 N 19",https://www.astrosage.com/celebrity-horoscope/don-ho-horoscope.asp,Reference,Internet
Ravindra Jain,"February 28, 1944",12:00:00,Aligarh,https://www.astrosage.com/celebrity-horoscope/ravindra-jain-horoscope.asp,Dirty Data,Unknown
Ustad Ghulam Mustafa Khan,"March 03, 1931",12:00:00,Budaun,https://www.astrosage.com/celebrity-horoscope/ustad-ghulam-mustafa-khan-horoscope.asp,Dirty Data,Unknown
Jerry Garcia,"August 01, 1942",12:05:00,"122 W 25, 37 N 46",https://www.astrosage.com/celebrity-horoscope/jerry-garcia-horoscope.asp,Reference,Internet
Bill Berry,"July 31, 1958",14:36:59,"92 W 6, 46 N 46",https://www.astrosage.com/celebrity-horoscope/bill-berry-horoscope.asp,Reference,Internet
Stephen Foster,"July 04, 1826",12:30:00,"79 W 59, 40 N 25",https://www.astrosage.com/celebrity-horoscope/stephen-foster-horoscope.asp,Reference,Internet
Brian Wilson,"June 20, 1942",03:45:00,"118 W 20, 33 N 57",https://www.astrosage.com/celebrity-horoscope/brian-wilson-horoscope.asp,Reference,Internet
Benjamin Franklin,"January 17, 1706",10:30:00,"71 W 3, 42 N 21",https://www.astrosage.com/celebrity-horoscope/benjamin-franklin-horoscope.asp,Reference,Internet
Thomas Clarke,"January 10, 1941",08:30:00,"4 W 1, 55 N 52",https://www.astrosage.com/celebrity-horoscope/thomas-clarke-horoscope.asp,Reference,Internet
Jimmy Page,"January 09, 1944",04:00:00,"0 E 22, 51 N 28",https://www.astrosage.com/celebrity-horoscope/jimmy-page-horoscope.asp,Reference,Internet
Malcolm Young,"January 06, 1953",14:05:00,"4 W 15, 55 N 53",https://www.astrosage.com/celebrity-horoscope/malcolm-young-horoscope.asp,Reference,Internet
Jerry Grant,"December 31, 1936",23:50:00,"83 W 3, 42 N 20",https://www.astrosage.com/celebrity-horoscope/jerry-grant-horoscope.asp,Reference,Internet
Edgar Winter,"December 28, 1946",19:35:00,"94 W 6, 30 N 5",https://www.astrosage.com/celebrity-horoscope/edgar-winter-horoscope.asp,Reference,Internet
Maurice White,"December 19, 1941",08:27:59,"90 W 3, 35 N 7",https://www.astrosage.com/celebrity-horoscope/maurice-white-horoscope.asp,Reference,Internet
Keith Richards,"December 18, 1943",06:00:00,"0 E 14, 51 N 27",https://www.astrosage.com/celebrity-horoscope/keith-richards-horoscope.asp,Reference,Internet
Mike Mills,"December 17, 1958",10:34:59,"117 W 51, 33 N 46",https://www.astrosage.com/celebrity-horoscope/mike-mills-horoscope.asp,Reference,Internet
Sam Most,"December 16, 1930",04:00:00,"74 W 25, 39 N 21",https://www.astrosage.com/celebrity-horoscope/sam-most-horoscope.asp,Reference,Internet
Brenda Lee,"December 11, 1944",15:24:00,"84 W 20, 33 N 46",https://www.astrosage.com/celebrity-horoscope/brenda-lee-horoscope.asp,Reference,Internet
Gene Allen,"December 05, 1928",20:00:00,"87 W 29, 41 N 38",https://www.astrosage.com/celebrity-horoscope/gene-allen-horoscope.asp,Reference,Internet
Dennis Wilson,"December 04, 1944",22:55:59,"118 W 15, 34 N 3",https://www.astrosage.com/celebrity-horoscope/dennis-wilson-horoscope.asp,Reference,Internet
David Troy,"December 04, 1951",11:30:00,"73 W 54, 40 N 50",https://www.astrosage.com/celebrity-horoscope/david-troy-horoscope.asp,Reference,Internet
Dick Clark,"November 30, 1929",04:50:00,Bronxville,https://www.astrosage.com/celebrity-horoscope/dick-clark-horoscope.asp,Reference,Web
Jeff Buckley,"November 17, 1966",10:40:00,"118 W 14, 34 N 3",https://www.astrosage.com/celebrity-horoscope/jeff-buckley-horoscope.asp,Reference,Internet
William Anderson,"November 13, 1947",07:41:00,"104 W 31, 33 N 22",https://www.astrosage.com/celebrity-horoscope/william-anderson-horoscope.asp,Reference,Internet
About Lata Mangeshkar-1/ Who is Lata Mangeshkar-1 ?,"September 28, 1929",22:40:00,Indore,https://www.astrosage.com/celebrity-horoscope/lata-mangeshkar-1-horoscope.asp,Reference,765 Notable Horoscopes
About Lata Mangeshkar/ Who is Lata Mangeshkar ?,"September 28, 1929",23:51:00,Indore,https://www.astrosage.com/celebrity-horoscope/lata-mangeshkar-horoscope.asp,Accurate,Kundli Sangraha (Tendulkar)
About Jagadguru Sri Rambhadracharya Ji/ Who is Jagadguru Sri Rambhadracharya Ji ?,"January 14, 1950",22:35:00,Jaunpur,https://www.astrosage.com/celebrity-horoscope/jagadguru-sri-rambhadracharya-ji-horoscope.asp,Reference,Internet
Lea Michele,"August 29, 1986",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/lea-michele-horoscope.asp,Dirty Data,Dirty Data
Nicki Minaj,"December 8, 1982",12:00:00,Port of Spain,https://www.astrosage.com/celebrity-horoscope/nicki-minaj-horoscope.asp,Dirty Data,Dirty Data
Dua Lipa,"August 22, 1995",11:45:00,London,https://www.astrosage.com/celebrity-horoscope/dua-lipa-horoscope.asp,Reference,Internet
Iggy Azalea,"June 7, 1990",12:00:00,Sydney,https://www.astrosage.com/celebrity-horoscope/iggy-azalea-horoscope.asp,Dirty Data,Dirty Data
Ed Sheeran,"Febuary 17, 1991",12:00:00,Halifax,https://www.astrosage.com/celebrity-horoscope/ed-sheeran-horoscope.asp,Dirty Data,Dirty Data
John Legend,"December 28, 1978",08:25:00,Springfield,https://www.astrosage.com/celebrity-horoscope/john-legend-horoscope.asp,Reference,Internet
Lauren Ambrose,"Febuary 20, 1978",12:00:00,New haven,https://www.astrosage.com/celebrity-horoscope/lauren-ambrose-horoscope.asp,Dirty Data,Dirty Data
Trini Alvarado,"January 10, 1967",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/trini-alvarado-horoscope.asp,Dirty Data,Dirty Data
Candice King,"May 13, 1987",12:00:00,Houston,https://www.astrosage.com/celebrity-horoscope/candice-king-horoscope.asp,Dirty Data,Dirty Data
Elizabeth Allen,"January 25, 1929",12:00:00,New Jersey,https://www.astrosage.com/celebrity-horoscope/elizabeth-allen-horoscope.asp,Dirty Data,Dirty Data
Debbie Allen,"January 16, 1950",21:45:00,Houston,https://www.astrosage.com/celebrity-horoscope/debbie-allen-horoscope.asp,Reference,Internet
Tatyana Ali,"January 24, 1979",12:00:00,New york,https://www.astrosage.com/celebrity-horoscope/tatyana-ali-horoscope.asp,Dirty Data,Dirty Data
Harini,"April 30, 1979",12:00:00,Chennai,https://www.astrosage.com/celebrity-horoscope/harini-horoscope.asp,Dirty Data,Dirty Data
Vijay Antony,"July 24, 1975",12:00:00,Tiruchchirappalli,https://www.astrosage.com/celebrity-horoscope/vijay-antony-horoscope.asp,Dirty Data,Dirty Data
Mahalingam Sasikumar,"September 28, 1974",12:00:00,Madurai,https://www.astrosage.com/celebrity-horoscope/mahalingam-sasikumar-horoscope.asp,Dirty Data,Dirty Data
Yugendran,"December 20, 1976",12:00:00,Chennai,https://www.astrosage.com/celebrity-horoscope/yugendran-horoscope.asp,Dirty Data,Dirty Data
Zubeen Garg,"November 18, 1972",12:00:00,Tura,https://www.astrosage.com/celebrity-horoscope/zubeen-garg-horoscope.asp,Dirty Data,Dirty Data
Piyush Mishra,"January 13, 1963",12:00:00,Gwalior,https://www.astrosage.com/celebrity-horoscope/piyush-mishra-horoscope.asp,Dirty Data,Dirty Data
Lucky Ali,"September 19, 1958",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/lucky-ali-horoscope.asp,Dirty Data,Dirty Data
Vivek Shauq,"June 21, 1963",12:00:00,Chandigarh,https://www.astrosage.com/celebrity-horoscope/vivek-shauq-horoscope.asp,Dirty Data,Dirty Data
Tarsem Jassar,"July 4, 1986",12:00:00,Amloh,https://www.astrosage.com/celebrity-horoscope/tarsem-jassar-horoscope.asp,Dirty Data,Dirty Data
Jazzy B,"April 1, 1975",12:00:00,Durgapur,https://www.astrosage.com/celebrity-horoscope/jazzy-b-horoscope.asp,Dirty Data,Dirty Data
Jassi Gill,"November 26, 1988",12:00:00,Khanna,https://www.astrosage.com/celebrity-horoscope/jassi-gill-horoscope.asp,Dirty Data,Dirty Data
Jass Bajwa,"June 25, 1988",12:00:00,Chandigarh,https://www.astrosage.com/celebrity-horoscope/jass-bajwa-horoscope.asp,Dirty Data,Dirty Data
Jaggi Singh,"April 1, 1975",12:00:00,Kapurthala,https://www.astrosage.com/celebrity-horoscope/jaggi-singh-horoscope.asp,Dirty Data,Dirty Data
Hardy Sandhu,"September 6, 1986",12:00:00,Patiala,https://www.astrosage.com/celebrity-horoscope/hardy-sandhu-horoscope.asp,Dirty Data,Dirty Data
Khushboo Grewal,"January 16, 1984",12:00:00,Chandigarh,https://www.astrosage.com/celebrity-horoscope/khushboo-grewal-horoscope.asp,Dirty Data,Dirty Data
About Kumar Vishwas/ Who is Kumar Vishwas ?,"Febuary 10, 1970",05:35:00,Pilkhua (Ghaziabad),https://www.astrosage.com/celebrity-horoscope/kumar-vishwas-horoscope.asp,Dirty Data,Unknown
Virginia Woolf,"January 25, 1882",12:15:00,London,https://www.astrosage.com/celebrity-horoscope/virginia-woolf-horoscope.asp,Dirty Data,Dirty Data
Phil Henderson,"June 02, 1961",11:15:00,"87 W 39, 41 N 52",https://www.astrosage.com/celebrity-horoscope/phil-henderson-horoscope.asp,Reference,Internet
Glenn Perry,"July 08, 1949",01:31:00,"73 W 12, 41 N 10",https://www.astrosage.com/celebrity-horoscope/glenn-perry-horoscope.asp,Reference,Internet
Srinivasa Ramanujan,"December 22, 1887",16:25:00,"Erode,  Tamil Nadu",https://www.astrosage.com/celebrity-horoscope/srinivasa-ramanujan-horoscope.asp,Dirty Data,Unknown
Bob Bridges,"November 03, 1950",08:00:00,"93 W 15, 44 N 59",https://www.astrosage.com/celebrity-horoscope/bob-bridges-horoscope.asp,Dirty Data,Unknown
Arthur Young,"November 03, 1905",10:23:00,"2 E 20, 48 N 52",https://www.astrosage.com/celebrity-horoscope/arthur-young-horoscope.asp,Dirty Data,Unknown
Dylan Thomas,"October 27, 1914",20:55:59,"3 W 56, 51 N 38",https://www.astrosage.com/celebrity-horoscope/dylan-thomas-horoscope.asp,Reference,Internet
Sylvia Plath,"October 27, 1932",14:10:00,Boston,https://www.astrosage.com/celebrity-horoscope/sylvia-plath-horoscope.asp,Reference,Web
Arthur Rimbaud,"October 20, 1854",06:00:00,Charleville,https://www.astrosage.com/celebrity-horoscope/arthur-rimbaud-horoscope.asp,Reference,Web
Chris Carter,"October 13, 1956",21:51:00,"118 W 12, 33 N 53",https://www.astrosage.com/celebrity-horoscope/chris-carter-horoscope.asp,Dirty Data,Unknown
Samuel Johnson,"September 29, 1709",15:52:59,"1 W 48, 52 N 42",https://www.astrosage.com/celebrity-horoscope/samuel-johnson-horoscope.asp,Dirty Data,Unknown
Tracy Marks,"September 26, 1950",12:35:59,"80 W 7, 25 N 46",https://www.astrosage.com/celebrity-horoscope/tracy-marks-horoscope.asp,Reference,Internet
